City,Country Code,Latitude,Longitude,URL,Name,Max Temperature,Humidity,Cloud Cover,Wind Speed,Date
sept-iles,CA,50.2,-66.38,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sept-iles,Canada,57.2,82.0,90.0,11.41,1561577191.0
kenora,CA,49.76,-94.48,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kenora,Canada,77.0,41.0,75.0,11.41,1561577472.0
assiniboia,CA,49.63,-105.99,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=assiniboia,Canada,74.39,34.0,22.0,3.78,1561577478.0
humboldt,CA,52.21,-105.12,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=humboldt,Canada,67.91,55.0,44.0,6.76,1561577478.0
thessalon,CA,46.26,-83.55,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=thessalon,Canada,77.0,53.0,40.0,5.82,1561577478.0
la ronge,CA,55.1,-105.3,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=la ronge,Canada,64.4,63.0,75.0,2.24,1561577479.0
alexandria,CA,43.97,25.33,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=alexandria,Canada,76.01,65.0,8.0,6.04,1561577257.0
hare bay,CA,48.86,-53.99,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hare bay,Canada,64.4,48.0,20.0,2.24,1561577479.0
dolbeau,CA,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dolbeau,Canada,,,,,
aklavik,CA,68.22,-135.01,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=aklavik,Canada,50.0,66.0,40.0,4.7,1561577284.0
mayo,CA,63.59,-135.9,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mayo,Canada,66.2,32.0,40.0,8.05,1561577479.0
cape town,ZA,-33.93,18.42,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=cape town,South Africa,55.99,93.0,0.0,5.82,1561577376.0
bredasdorp,ZA,-34.53,20.04,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bredasdorp,South Africa,54.0,93.0,0.0,3.65,1561577480.0
plettenberg bay,ZA,-34.05,23.37,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=plettenberg bay,South Africa,54.23,63.0,0.0,3.06,1561577480.0
hermanus,ZA,-34.42,19.24,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hermanus,South Africa,55.99,93.0,0.0,1.99,1561577402.0
kruisfontein,ZA,-34.0,24.73,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kruisfontein,South Africa,54.41,94.0,39.0,5.64,1561577480.0
saldanha,ZA,41.42,-6.55,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saldanha,South Africa,68.99,59.0,0.0,1.81,1561577438.0
kokstad,ZA,-30.55,29.42,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kokstad,South Africa,42.89,65.0,12.0,6.24,1561577480.0
port alfred,ZA,-33.59,26.89,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port alfred,South Africa,60.01,90.0,98.0,1.01,1561577483.0
port shepstone,ZA,-30.74,30.45,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port shepstone,South Africa,57.29,91.0,26.0,11.92,1561577484.0
port elizabeth,ZA,39.31,-74.98,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port elizabeth,South Africa,91.0,40.0,1.0,8.05,1561577484.0
robertson,ZA,-34.59,150.59,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=robertson,South Africa,50.0,100.0,90.0,8.05,1561577484.0
east london,ZA,-33.02,27.91,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=east london,South Africa,60.8,93.0,40.0,8.05,1561577484.0
butterworth,ZA,5.4,100.37,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=butterworth,South Africa,82.0,88.0,75.0,2.24,1561577484.0
hobart,AU,-42.88,147.33,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hobart,Australia,44.6,81.0,0.0,12.75,1561577239.0
carnarvon,AU,-30.97,22.13,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=carnarvon,Australia,42.53,37.0,0.0,5.35,1561577484.0
roma,AU,41.89,12.48,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=roma,Australia,87.8,51.0,0.0,1.12,1561577225.0
albany,AU,42.65,-73.75,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=albany,Australia,88.0,42.0,40.0,3.36,1561577333.0
busselton,AU,-33.64,115.35,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=busselton,Australia,57.0,45.0,3.0,32.66,1561577485.0
biloela,AU,-24.4,150.51,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=biloela,Australia,61.07,83.0,95.0,16.71,1561577485.0
new norfolk,AU,-42.78,147.06,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=new norfolk,Australia,44.6,81.0,0.0,12.75,1561577485.0
esperance,AU,-33.86,121.89,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=esperance,Australia,53.6,93.0,90.0,12.75,1561577485.0
alyangula,AU,-13.85,136.42,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=alyangula,Australia,57.2,93.0,90.0,9.86,1561577486.0
colac,AU,-38.34,143.59,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=colac,Australia,48.0,87.0,96.0,5.99,1561577486.0
port augusta,AU,-32.49,137.76,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port augusta,Australia,54.0,87.0,0.0,6.93,1561577486.0
broome,AU,52.47,1.45,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=broome,Australia,59.0,87.0,75.0,11.41,1561577486.0
portland,AU,43.66,-70.25,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=portland,Australia,82.0,73.0,20.0,9.17,1561577209.0
nelson bay,AU,-32.72,152.14,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nelson bay,Australia,55.99,100.0,0.0,5.82,1561577487.0
mildura,AU,-34.18,142.16,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mildura,Australia,42.8,93.0,0.0,4.7,1561577487.0
flinders,AU,-34.58,150.85,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=flinders,Australia,55.0,100.0,90.0,8.05,1561577487.0
mareeba,AU,-16.99,145.42,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mareeba,Australia,69.8,77.0,40.0,12.75,1561577487.0
emerald,AU,-23.53,148.16,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=emerald,Australia,59.0,82.0,90.0,16.11,1561577487.0
port hedland,AU,-20.31,118.58,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port hedland,Australia,55.4,87.0,68.0,4.7,1561577469.0
port lincoln,AU,-34.72,135.86,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port lincoln,Australia,60.17,61.0,0.0,27.89,1561577488.0
ulladulla,AU,-35.36,150.48,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ulladulla,Australia,50.0,100.0,90.0,8.05,1561577488.0
wollongong,AU,-34.42,150.89,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=wollongong,Australia,54.0,100.0,90.0,8.05,1561577488.0
ngukurr,AU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ngukurr,Australia,,,,,
nhulunbuy,AU,-12.18,136.78,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nhulunbuy,Australia,64.4,93.0,45.0,3.36,1561577488.0
byron bay,AU,-28.65,153.62,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=byron bay,Australia,60.01,100.0,75.0,6.93,1561577488.0
yulara,AU,-25.24,130.99,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yulara,Australia,41.0,48.0,18.0,5.82,1561577488.0
hervey bay,AU,-25.3,152.85,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hervey bay,Australia,63.0,93.0,40.0,10.29,1561577489.0
karratha,AU,-20.74,116.85,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=karratha,Australia,64.31,62.0,99.0,4.92,1561577489.0
broken hill,AU,-31.97,141.45,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=broken hill,Australia,48.2,76.0,0.0,13.87,1561577489.0
roebourne,AU,-20.77,117.15,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=roebourne,Australia,63.23,50.0,85.0,3.85,1561577489.0
port macquarie,AU,-31.43,152.91,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port macquarie,Australia,55.99,100.0,40.0,2.06,1561577490.0
mount gambier,AU,-37.83,140.78,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mount gambier,Australia,50.0,76.0,33.0,11.41,1561577490.0
chokurdakh,RU,70.62,147.9,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=chokurdakh,Russian Federation,60.89,38.0,0.0,12.8,1561577490.0
saskylakh,RU,71.97,114.09,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saskylakh,Russian Federation,51.89,81.0,100.0,20.22,1561577490.0
cherskiy,RU,68.75,161.3,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=cherskiy,Russian Federation,63.05,36.0,32.0,9.62,1561577490.0
dikson,RU,73.51,80.55,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dikson,Russian Federation,33.35,97.0,100.0,15.55,1561577438.0
amderma,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=amderma,Russian Federation,,,,,
kytmanovo,RU,53.46,85.45,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kytmanovo,Russian Federation,52.97,90.0,0.0,5.23,1561577490.0
verkhnevilyuysk,RU,63.45,120.31,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=verkhnevilyuysk,Russian Federation,60.89,83.0,0.0,1.92,1561577491.0
tigil,RU,57.8,158.67,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tigil,Russian Federation,55.13,73.0,65.0,7.25,1561577491.0
tiksi,RU,71.64,128.87,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tiksi,Russian Federation,63.05,55.0,0.0,9.31,1561577491.0
kholodnyy,RU,62.72,147.95,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kholodnyy,Russian Federation,58.37,44.0,68.0,9.19,1561577491.0
mirnyy,RU,56.57,36.46,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mirnyy,Russian Federation,51.35,93.0,62.0,2.73,1561577491.0
belushya guba,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=belushya guba,Russian Federation,,,,,
kamenka,RU,48.03,28.7,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kamenka,Russian Federation,69.01,78.0,54.0,3.2,1561577492.0
anadyr,RU,64.73,177.51,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=anadyr,Russian Federation,46.4,87.0,75.0,17.9,1561577492.0
lukovetskiy,RU,64.29,41.92,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lukovetskiy,Russian Federation,59.0,77.0,40.0,2.24,1561577492.0
ostrovnoy,RU,68.05,39.51,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ostrovnoy,Russian Federation,53.51,69.0,100.0,13.31,1561577492.0
nizhneyansk,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nizhneyansk,Russian Federation,,,,,
mys shmidta,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mys shmidta,Russian Federation,,,,,
nikolskoye,RU,59.7,30.79,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nikolskoye,Russian Federation,62.01,67.0,0.0,2.24,1561577493.0
tazovskiy,RU,67.47,78.7,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tazovskiy,Russian Federation,40.91,72.0,100.0,9.26,1561577493.0
okha,RU,53.59,142.95,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=okha,Russian Federation,41.27,97.0,100.0,16.75,1561577493.0
pervomayskiy,RU,53.24,40.29,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pervomayskiy,Russian Federation,58.55,88.0,70.0,7.92,1561577493.0
borogontsy,RU,62.67,131.17,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=borogontsy,Russian Federation,62.15,55.0,0.0,2.84,1561577494.0
beringovskiy,RU,63.05,179.32,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=beringovskiy,Russian Federation,44.15,92.0,100.0,3.96,1561577494.0
mnogovershinnyy,RU,53.94,139.92,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mnogovershinnyy,Russian Federation,46.85,72.0,16.0,4.81,1561577494.0
kargopol,RU,61.51,38.95,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kargopol,Russian Federation,46.13,87.0,5.0,4.76,1561577494.0
oktyabrskiy,RU,55.61,37.97,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=oktyabrskiy,Russian Federation,59.0,87.0,75.0,2.24,1561577494.0
provideniya,RU,64.42,-173.23,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=provideniya,Russian Federation,50.0,93.0,90.0,13.42,1561577494.0
taldan,RU,53.69,124.82,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=taldan,Russian Federation,53.33,75.0,71.0,2.71,1561577495.0
kamen-na-obi,RU,53.79,81.35,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kamen-na-obi,Russian Federation,54.95,80.0,0.0,7.4,1561577495.0
khatanga,RU,71.98,102.47,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=khatanga,Russian Federation,49.19,59.0,77.0,9.8,1561577213.0
lokosovo,RU,61.13,74.84,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lokosovo,Russian Federation,48.47,89.0,100.0,19.86,1561577495.0
togur,RU,58.36,82.83,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=togur,Russian Federation,65.75,73.0,99.0,10.67,1561577495.0
leningradskiy,RU,69.38,178.42,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=leningradskiy,Russian Federation,36.41,87.0,31.0,15.79,1561577442.0
gayny,RU,60.3,54.33,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gayny,Russian Federation,52.25,59.0,99.0,2.48,1561577496.0
deputatskiy,RU,69.3,139.9,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=deputatskiy,Russian Federation,68.27,35.0,0.0,3.38,1561577496.0
synya,RU,65.37,58.04,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=synya,Russian Federation,46.49,88.0,61.0,2.95,1561577496.0
ordynskoye,RU,54.37,81.9,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ordynskoye,Russian Federation,54.77,81.0,0.0,8.79,1561577496.0
dauriya,RU,49.93,116.85,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dauriya,Russian Federation,56.57,91.0,6.0,13.49,1561577496.0
tokur,RU,53.13,132.9,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tokur,Russian Federation,43.61,82.0,0.0,2.17,1561577496.0
fevralsk,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=fevralsk,Russian Federation,,,,,
almaznyy,RU,48.03,40.04,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=almaznyy,Russian Federation,73.4,33.0,0.0,8.95,1561577497.0
vrangel,RU,42.73,133.08,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vrangel,Russian Federation,59.99,95.0,100.0,2.08,1561577497.0
staraya kulatka,RU,52.73,47.62,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=staraya kulatka,Russian Federation,50.63,85.0,12.0,1.32,1561577497.0
petropavlovsk-kamchatskiy,RU,53.05,158.65,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=petropavlovsk-kamchatskiy,Russian Federation,44.6,100.0,75.0,2.24,1561577497.0
pevek,RU,69.7,170.27,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pevek,Russian Federation,34.25,84.0,20.0,12.48,1561577497.0
bilibino,RU,68.06,166.44,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bilibino,Russian Federation,53.69,44.0,12.0,3.71,1561577498.0
tumannyy,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tumannyy,Russian Federation,,,,,
vostok,RU,46.45,135.83,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vostok,Russian Federation,59.81,99.0,100.0,2.91,1561577498.0
yar-sale,RU,66.83,70.83,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yar-sale,Russian Federation,45.59,76.0,84.0,5.95,1561577475.0
kamenskoye,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kamenskoye,Russian Federation,,,,,
yerbogachen,RU,61.28,108.01,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yerbogachen,Russian Federation,62.15,68.0,0.0,2.19,1561577501.0
sentyabrskiy,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sentyabrskiy,Russian Federation,,,,,
lavrentiya,RU,65.58,-170.99,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lavrentiya,Russian Federation,49.01,98.0,100.0,12.91,1561577501.0
khasan,RU,42.43,130.64,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=khasan,Russian Federation,63.77,94.0,93.0,3.02,1561577502.0
zhigalovo,RU,54.81,105.15,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=zhigalovo,Russian Federation,54.41,98.0,100.0,2.86,1561577502.0
talakan,RU,50.29,130.28,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=talakan,Russian Federation,54.59,90.0,100.0,5.55,1561577502.0
baykit,RU,61.68,96.39,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=baykit,Russian Federation,60.53,77.0,90.0,2.19,1561577502.0
srednekolymsk,RU,67.46,153.71,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=srednekolymsk,Russian Federation,59.09,37.0,57.0,20.49,1561577502.0
gari,RU,59.43,62.35,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gari,Russian Federation,51.71,64.0,95.0,2.08,1561577502.0
shakhovskaya,RU,56.03,35.51,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=shakhovskaya,Russian Federation,54.95,92.0,97.0,2.19,1561577503.0
solovetskiy,RU,,,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=solovetskiy,Russian Federation,,,,,
svetlaya,RU,46.54,138.33,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=svetlaya,Russian Federation,44.87,99.0,100.0,3.4,1561577503.0
talnakh,RU,69.49,88.39,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=talnakh,Russian Federation,39.2,64.0,40.0,8.95,1561577503.0
ust-kut,RU,56.78,105.75,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ust-kut,Russian Federation,56.21,71.0,10.0,4.72,1561577503.0
ola,RU,59.58,151.3,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ola,Russian Federation,50.81,71.0,0.0,3.8,1561577504.0
