,City,Country Code,Latitude,Longitude,Name,City URL
19,pangnirtung,CA,67.16137194521193,-60.74696323163249,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pangnirtung
20,thompson,CA,65.62533602335927,-91.36575597235516,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=thompson
21,ucluelet,CA,46.06135153941264,-127.27689607713063,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ucluelet
22,beaverlodge,CA,54.14880661076478,-120.18360497484669,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=beaverlodge
23,attawapiskat,CA,68.24226845268618,-87.55084051089291,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=attawapiskat
24,gimli,CA,53.157579428682176,-95.48184747131322,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gimli
25,sept-iles,CA,55.77854092108257,-65.2017847865386,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sept-iles
26,prince george,CA,54.159539000646326,-122.61404778502977,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=prince george
27,port hawkesbury,CA,43.496986438392895,-61.15602527822088,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port hawkesbury
28,chapais,CA,51.545765340818434,-75.2338313942565,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=chapais
29,atikokan,CA,49.078924725473605,-92.34971998001436,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=atikokan
30,chapleau,CA,47.71556625706319,-82.34829676571759,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=chapleau
31,iqaluit,CA,62.39472946194806,-74.37033267728954,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=iqaluit
32,hearst,CA,49.57062130763012,-83.69644514660695,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hearst
33,burns lake,CA,54.37034690414843,-125.14571415969331,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=burns lake
34,havre-saint-pierre,CA,53.64091907524158,-61.94797876648797,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=havre-saint-pierre
35,hope,CA,48.542020026094654,-121.1166978650606,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hope
36,mayo,CA,64.94795612818106,-135.58691532749793,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mayo
37,springdale,CA,50.123461452596,-55.72382039693093,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=springdale
38,marystown,CA,45.50295559629717,-54.76039645987976,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=marystown
39,la ronge,CA,56.38553322278786,-105.96996651655964,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=la ronge
40,haines junction,CA,56.44376128349367,-142.7846868436699,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=haines junction
41,longlac,CA,55.09402081417497,-87.3483326997345,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=longlac
42,smithers,CA,54.6217586906414,-127.13763095801056,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=smithers
43,sechelt,CA,49.96199473292069,-123.69077914533594,Canada,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sechelt
44,kaitangata,NZ,-60.732923507479505,176.81899382589089,New Zealand,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kaitangata
45,bluff,NZ,-88.44418378701259,154.7127514041306,New Zealand,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bluff
46,ahipara,NZ,-34.232249610947754,165.17755666037542,New Zealand,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ahipara
47,kaeo,NZ,-32.919835818060086,173.88788166609066,New Zealand,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kaeo
48,ngunguru,NZ,-34.399913083023485,175.8505936640797,New Zealand,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ngunguru
49,russell,NZ,-32.719398505528034,175.27658309867113,New Zealand,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=russell
50,tuatapere,NZ,-48.16888392627593,158.54260532865092,New Zealand,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tuatapere
51,honiara,SB,-14.32907575435749,157.9856486808598,Solomon Islands,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=honiara
52,gizo,SB,-10.682658414581963,154.82400532628134,Solomon Islands,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gizo
53,lata,SB,-7.762660651837167,167.89688967529617,Solomon Islands,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lata
54,auki,SB,-2.3610997867996275,164.16193962186045,Solomon Islands,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=auki
55,buala,SB,-6.713641056675698,160.10741969099843,Solomon Islands,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=buala
56,mar del plata,AR,-64.2650628989109,-27.616844568610393,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mar del plata
57,ushuaia,AR,-82.38526019724681,-33.15556356854913,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ushuaia
58,viedma,AR,-44.58623957083744,-60.77359356702803,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=viedma
59,puerto madryn,AR,-40.91649190386319,-65.85581477779496,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=puerto madryn
60,necochea,AR,-49.63506566255879,-53.559362696731526,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=necochea
61,rawson,AR,-48.65871437938152,-57.995442552961286,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rawson
62,comodoro rivadavia,AR,-43.498312528141405,-68.15080414215481,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=comodoro rivadavia
63,rafaela,AR,-29.801130002394398,-61.370307854861814,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rafaela
64,nueve de julio,AR,-35.46027309191877,-61.09209860388377,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nueve de julio
65,rio gallegos,AR,-49.96333843430812,-68.47890086752743,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rio gallegos
66,villa carlos paz,AR,-31.631447939423122,-65.15404749591454,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=villa carlos paz
67,santiago del estero,AR,-29.13378893037622,-63.13188543448925,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=santiago del estero
68,san rafael,AR,-35.86970688179721,-66.87989558485936,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=san rafael
69,neuquen,AR,-38.511146393925564,-68.1706459250677,Argentina,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=neuquen
70,mataura,PF,-75.60543034699373,-165.58765965606315,French Polynesia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mataura
71,rikitea,PF,-88.71980184134445,-127.35303606772457,French Polynesia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rikitea
72,atuona,PF,-12.742114681420446,-144.5068712116869,French Polynesia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=atuona
73,tiarei,PF,-11.852322098570239,-146.0048472947243,French Polynesia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tiarei
74,faanui,PF,-11.93652514033599,-151.19348063088228,French Polynesia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=faanui
75,hermanus,ZA,-88.23159138653715,11.176693869151736,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hermanus
76,cape town,ZA,-80.26453347871661,-14.034671541900053,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=cape town
77,port alfred,ZA,-86.00821956900576,55.79728408488046,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port alfred
78,bredasdorp,ZA,-38.716372688226784,21.800124287469092,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bredasdorp
79,richards bay,ZA,-31.732906937036518,37.11185060575974,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=richards bay
80,port elizabeth,ZA,-67.79249194107281,30.89035957359363,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port elizabeth
81,east london,ZA,-51.49304768968658,38.34746500620449,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=east london
82,grabouw,ZA,-34.16484336773852,19.134241844658703,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=grabouw
83,kimberley,ZA,-29.103460622195893,25.22262923305527,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kimberley
84,umzimvubu,ZA,-36.137026494999226,32.72661400772088,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=umzimvubu
85,springbok,ZA,-30.68745950578566,18.062856859910198,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=springbok
86,plettenberg bay,ZA,-41.26469210086764,23.00146956070768,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=plettenberg bay
87,saldanha,ZA,-37.52706985839631,6.143504285645889,South Africa,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saldanha
88,bambous virieux,MU,-36.51250632206265,79.64293408807873,Mauritius,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bambous virieux
89,quatre cocos,MU,-16.345384707448687,66.10509762182636,Mauritius,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=quatre cocos
90,grand gaube,MU,-11.394701050242348,63.811965887271526,Mauritius,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=grand gaube
91,mahebourg,MU,-40.31968491548549,80.15865944913368,Mauritius,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mahebourg
92,souillac,MU,-54.60881235466537,77.07553996578605,Mauritius,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=souillac
93,grand river south east,MU,-22.754803594055844,78.50178664180369,Mauritius,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=grand river south east
94,cap malheureux,MU,-15.245926260458331,58.59919407796238,Mauritius,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=cap malheureux
95,alyangula,AU,-13.205784223915146,136.04193536081178,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=alyangula
96,new norfolk,AU,-51.01226839776187,143.5222842021457,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=new norfolk
97,moree,AU,-29.045824984182843,147.6794091123021,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=moree
98,ulladulla,AU,-37.68418171103309,155.1434967584249,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ulladulla
99,roma,AU,-25.45210194840088,149.38218086594156,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=roma
100,albany,AU,-75.20197705189314,113.38700001762226,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=albany
101,busselton,AU,-64.19855491852472,80.68095276345133,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=busselton
102,esperance,AU,-33.52334369942516,123.00601480726009,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=esperance
103,karratha,AU,-19.702107037480214,112.66084095821135,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=karratha
104,port macquarie,AU,-32.09624262950361,157.6835619985829,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port macquarie
105,carnarvon,AU,-20.580042777744964,107.18696609192568,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=carnarvon
106,katherine,AU,-16.322541574802273,133.06768167843728,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=katherine
107,yulara,AU,-23.800613925987392,130.0461973324471,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yulara
108,mildura,AU,-33.05540250824268,142.0308352906871,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mildura
109,coolum beach,AU,-25.506059015589386,156.597454391229,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=coolum beach
110,mount isa,AU,-18.262836280593053,141.41428926957042,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mount isa
111,hobart,AU,-82.51419952189009,138.5746686793023,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hobart
112,alice springs,AU,-22.07108792539184,134.59208729824798,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=alice springs
113,portland,AU,-42.12251779176098,139.51373671116704,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=portland
114,yeppoon,AU,-21.890190488049765,150.64173000854703,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yeppoon
115,emerald,AU,-24.83844687652248,145.25772829090926,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=emerald
116,geraldton,AU,-33.881081391395625,94.29534405992621,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=geraldton
117,broken hill,AU,-26.081196161059125,142.70868765954134,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=broken hill
118,lakes entrance,AU,-38.66285562087845,147.79460774958514,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lakes entrance
119,ingham,AU,-18.69292526717767,146.68728926515416,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ingham
120,mount gambier,AU,-39.51112888908379,140.2287263898271,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mount gambier
121,casino,AU,-28.50968178011097,152.74896712884373,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=casino
122,dalby,AU,-26.74026542664496,150.2346265077404,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dalby
123,mackay,AU,-21.884180598766278,148.89592618442964,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mackay
124,burnie,AU,-41.283271536502035,144.10212527411522,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=burnie
125,sydney,AU,-33.60229537022005,151.02937582428012,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sydney
126,port lincoln,AU,-36.4851496690618,132.5474973761203,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port lincoln
127,nhulunbuy,AU,-9.695536999803352,136.84548345161542,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nhulunbuy
128,charters towers,AU,-20.04553460496126,143.34322844859517,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=charters towers
129,gawler,AU,-34.02570552834395,138.19824531811264,Australia,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gawler
130,punta arenas,CL,-71.56893113015889,-104.9492144475728,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=punta arenas
131,castro,CL,-56.6516288175013,-110.8520070266383,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=castro
132,coihaique,CL,-48.10783188456347,-72.8201113834955,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=coihaique
133,ancud,CL,-40.98624689391104,-89.68566265913246,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ancud
134,teno,CL,-35.11404345194713,-70.71977850337791,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=teno
135,lebu,CL,-39.186245075464655,-85.6263637038392,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lebu
136,vicuna,CL,-29.861718046618925,-70.28889346400182,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vicuna
137,coquimbo,CL,-27.959087226555773,-75.11714882062081,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=coquimbo
138,tocopilla,CL,-22.497432003438988,-71.7631774403271,Chile,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tocopilla
139,nizhneyansk,RU,89.37256200283554,140.0578253859428,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nizhneyansk
140,provideniya,RU,45.60478854130022,-174.62054606211328,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=provideniya
141,afrikanda,RU,66.96169542399096,32.93182031489809,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=afrikanda
142,zavodskoy,RU,43.62202755069538,132.45603280314123,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=zavodskoy
143,belyy yar,RU,60.565361015300816,86.2594598430636,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=belyy yar
144,petropavlovsk-kamchatskiy,RU,49.67058682094779,161.1363960915399,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=petropavlovsk-kamchatskiy
145,chokurdakh,RU,82.61888915930031,144.1766163508194,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=chokurdakh
146,saskylakh,RU,80.41568312408981,119.00609559286079,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saskylakh
147,kotelnikovo,RU,47.7050046325019,43.041575509826316,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kotelnikovo
148,tilichiki,RU,60.5319165122433,171.5782120051012,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tilichiki
149,dikson,RU,86.61478793777457,89.04238702161251,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dikson
150,turukhansk,RU,63.63765560047046,85.97098808756651,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=turukhansk
151,eldikan,RU,60.3412656595595,135.76087342798462,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=eldikan
152,birobidzhan,RU,48.98129861640669,133.05251822391915,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=birobidzhan
153,yefremov,RU,53.135487065572306,38.07155385989475,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yefremov
154,rudnogorsk,RU,57.90974333432854,104.012397393705,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rudnogorsk
155,uk,RU,54.106614218711464,97.62615678558882,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=uk
156,inta,RU,68.02059476288113,59.72009698151533,Russian Federation,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=inta
