City,Country Code,Latitude,Longitude,URL,Name
kenora,CA,51.68975916682217,-93.86487566420895,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kenora,Canada
assiniboia,CA,49.273169448402854,-105.43670148234706,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=assiniboia,Canada
humboldt,CA,52.30977129000101,-105.65464980396803,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=humboldt,Canada
thessalon,CA,45.92980693889257,-83.99109035577291,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=thessalon,Canada
la ronge,CA,56.778279220366926,-104.20060898769805,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=la ronge,Canada
alexandria,CA,45.40180216259864,-74.51999869674832,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=alexandria,Canada
hare bay,CA,49.607004741994956,-53.36853008920552,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hare bay,Canada
dolbeau,CA,54.684106193722755,-71.12488511775209,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dolbeau,Canada
aklavik,CA,77.91727796835292,-141.30139493815093,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=aklavik,Canada
mayo,CA,64.68941436221039,-140.9400176115163,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mayo,Canada
cape town,ZA,-53.588980050062474,-3.5474661244067818,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=cape town,South Africa
bredasdorp,ZA,-59.23155927539632,17.463014286931696,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bredasdorp,South Africa
plettenberg bay,ZA,-49.63453463671088,24.13382433454322,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=plettenberg bay,South Africa
hermanus,ZA,-76.22195069248833,-4.420493735673858,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hermanus,South Africa
kruisfontein,ZA,-58.17637629976258,27.225485025610453,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kruisfontein,South Africa
saldanha,ZA,-44.019339910291045,-5.228751811481317,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saldanha,South Africa
kokstad,ZA,-31.05286084814236,29.328696054204443,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kokstad,South Africa
port alfred,ZA,-64.33550015765437,35.411418990122655,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port alfred,South Africa
port shepstone,ZA,-30.547808234033702,30.401476873335298,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port shepstone,South Africa
port elizabeth,ZA,-56.16856918654378,27.961474943096164,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port elizabeth,South Africa
robertson,ZA,-33.06805434165043,20.43866707846746,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=robertson,South Africa
east london,ZA,-49.61544858654373,42.83374947581433,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=east london,South Africa
butterworth,ZA,-32.65764079987012,28.479009887341533,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=butterworth,South Africa
hobart,AU,-46.46006274713076,148.18594496258032,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hobart,Australia
carnarvon,AU,-29.453646128881225,87.61828781267656,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=carnarvon,Australia
roma,AU,-26.187338768309097,146.90050262078068,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=roma,Australia
albany,AU,-83.01773438954767,99.19266122556587,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=albany,Australia
busselton,AU,-88.19694744568844,73.81890098446709,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=busselton,Australia
biloela,AU,-24.43447007826309,150.85121149467403,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=biloela,Australia
new norfolk,AU,-72.79724495724697,127.7518905180084,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=new norfolk,Australia
esperance,AU,-42.454969551349976,124.44477024532864,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=esperance,Australia
alyangula,AU,-13.414877338030792,135.6426126718079,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=alyangula,Australia
colac,AU,-40.0823487121124,144.14314300205388,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=colac,Australia
port augusta,AU,-29.381361336663467,137.72164032261549,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port augusta,Australia
broome,AU,-16.928379076195725,125.46131114130463,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=broome,Australia
portland,AU,-44.12007526830358,138.0491485089077,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=portland,Australia
nelson bay,AU,-36.16404433321703,158.65978642763673,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nelson bay,Australia
mildura,AU,-34.473827208743664,142.81645485645123,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mildura,Australia
flinders,AU,-36.96483498892596,129.21894641927912,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=flinders,Australia
mareeba,AU,-16.112210752611446,142.87112070482624,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mareeba,Australia
emerald,AU,-24.07039921703874,147.60268447503233,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=emerald,Australia
port hedland,AU,-24.41240655277076,122.42828684032372,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port hedland,Australia
port lincoln,AU,-45.85155261582134,130.57732313716235,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port lincoln,Australia
ulladulla,AU,-40.88838325498005,157.9320255530646,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ulladulla,Australia
wollongong,AU,-34.28984112904399,150.92994007454456,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=wollongong,Australia
ngukurr,AU,-16.28666936637623,135.5088696803794,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ngukurr,Australia
nhulunbuy,AU,-11.310451328324689,138.3052333715106,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nhulunbuy,Australia
byron bay,AU,-28.881783068868742,156.54076653071854,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=byron bay,Australia
yulara,AU,-28.38914475842664,130.64191916316696,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yulara,Australia
hervey bay,AU,-24.63092491724838,155.40090809089736,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=hervey bay,Australia
karratha,AU,-19.33656636705227,111.41453431045136,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=karratha,Australia
broken hill,AU,-30.04070490069155,144.21119528478113,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=broken hill,Australia
roebourne,AU,-22.005118139616286,117.71276841492596,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=roebourne,Australia
port macquarie,AU,-32.730743739888865,158.48861647905807,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=port macquarie,Australia
mount gambier,AU,-41.41672990999203,136.0923397920456,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mount gambier,Australia
chokurdakh,RU,87.90437094907122,143.1923798127371,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=chokurdakh,Russian Federation
saskylakh,RU,87.39917668407173,119.9513396233578,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=saskylakh,Russian Federation
cherskiy,RU,68.09076314005853,158.16889669494032,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=cherskiy,Russian Federation
dikson,RU,85.73260632161802,77.34564075685756,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dikson,Russian Federation
amderma,RU,71.3335696589742,62.14250822560027,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=amderma,Russian Federation
kytmanovo,RU,53.872486244225,85.34993054104768,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kytmanovo,Russian Federation
verkhnevilyuysk,RU,65.70982138571605,120.40714468037032,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=verkhnevilyuysk,Russian Federation
tigil,RU,58.57892290912801,156.5117381590108,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tigil,Russian Federation
tiksi,RU,76.23337607561214,129.63291215842702,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tiksi,Russian Federation
kholodnyy,RU,60.7846892838362,147.03522261897882,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kholodnyy,Russian Federation
mirnyy,RU,63.28559577565261,113.85784149808524,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mirnyy,Russian Federation
belushya guba,RU,75.87512989845328,50.991193689433544,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=belushya guba,Russian Federation
kamenka,RU,44.49961693048624,136.07472563984567,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kamenka,Russian Federation
anadyr,RU,65.81457957789621,176.71689146786576,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=anadyr,Russian Federation
lukovetskiy,RU,63.67901481978046,42.22338457657784,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lukovetskiy,Russian Federation
ostrovnoy,RU,70.21762267913016,39.51243036436904,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ostrovnoy,Russian Federation
nizhneyansk,RU,88.09239480286632,135.94192617467434,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nizhneyansk,Russian Federation
mys shmidta,RU,87.38588316048086,-177.10649192090824,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mys shmidta,Russian Federation
nikolskoye,RU,48.71597946285604,166.1631604321302,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=nikolskoye,Russian Federation
tazovskiy,RU,68.07411472566554,79.30293147897459,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tazovskiy,Russian Federation
okha,RU,55.389928247908415,145.78914794628594,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=okha,Russian Federation
pervomayskiy,RU,58.41243765850905,49.74299643026919,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pervomayskiy,Russian Federation
borogontsy,RU,63.4342901975763,131.68043697574927,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=borogontsy,Russian Federation
beringovskiy,RU,59.08128657206993,177.19702842989722,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=beringovskiy,Russian Federation
mnogovershinnyy,RU,54.95722295845846,138.9185995707606,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mnogovershinnyy,Russian Federation
kargopol,RU,61.25884816702094,39.366345938737396,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kargopol,Russian Federation
oktyabrskiy,RU,57.702768302087094,97.63577406272788,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=oktyabrskiy,Russian Federation
provideniya,RU,62.278555467785964,-175.4546209150088,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=provideniya,Russian Federation
taldan,RU,53.34238024846539,125.15421107924965,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=taldan,Russian Federation
kamen-na-obi,RU,53.61351054044752,81.04986300312589,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kamen-na-obi,Russian Federation
khatanga,RU,81.21777245622533,106.1974697322027,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=khatanga,Russian Federation
lokosovo,RU,59.81768291310087,74.65909065473335,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lokosovo,Russian Federation
togur,RU,60.60475818394215,83.71661134661883,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=togur,Russian Federation
leningradskiy,RU,86.83966859712143,178.86659904710575,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=leningradskiy,Russian Federation
gayny,RU,60.018487241021546,53.70734853492246,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gayny,Russian Federation
deputatskiy,RU,76.59368179217171,141.46058181746582,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=deputatskiy,Russian Federation
synya,RU,63.8157634325172,59.453851083255785,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=synya,Russian Federation
ordynskoye,RU,54.31628688927387,81.57734272794198,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ordynskoye,Russian Federation
dauriya,RU,48.48147664651063,115.78727638046945,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=dauriya,Russian Federation
tokur,RU,54.86698176139589,132.78500990471719,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tokur,Russian Federation
fevralsk,RU,53.393936914235894,130.67485289926867,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=fevralsk,Russian Federation
almaznyy,RU,62.04186230874677,115.57668112128653,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=almaznyy,Russian Federation
vrangel,RU,42.739455901659085,133.0967338034758,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vrangel,Russian Federation
staraya kulatka,RU,52.471670208673686,47.682352463341886,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=staraya kulatka,Russian Federation
petropavlovsk-kamchatskiy,RU,50.30963602254633,160.37091620555634,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=petropavlovsk-kamchatskiy,Russian Federation
pevek,RU,85.16010039338116,168.42921688349332,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=pevek,Russian Federation
bilibino,RU,68.12574856038745,167.80291499474697,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=bilibino,Russian Federation
tumannyy,RU,72.71144003121447,36.6227372553798,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=tumannyy,Russian Federation
vostok,RU,48.066343731041826,148.4779740511454,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=vostok,Russian Federation
yar-sale,RU,73.4020255866896,73.20068168403463,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yar-sale,Russian Federation
kamenskoye,RU,64.99591531521892,167.9312514689246,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kamenskoye,Russian Federation
yerbogachen,RU,63.479306660123314,107.65621983084787,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=yerbogachen,Russian Federation
sentyabrskiy,RU,43.9602017901388,149.93360278896455,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=sentyabrskiy,Russian Federation
lavrentiya,RU,76.5834751684857,-170.54876305665996,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=lavrentiya,Russian Federation
khasan,RU,39.35879617555554,130.55918979212476,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=khasan,Russian Federation
zhigalovo,RU,54.126988251423995,105.12842541169664,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=zhigalovo,Russian Federation
talakan,RU,51.183857427586815,130.28454697624278,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=talakan,Russian Federation
baykit,RU,67.04023393687706,94.71696368817823,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=baykit,Russian Federation
srednekolymsk,RU,65.26191438181101,154.79326976167698,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=srednekolymsk,Russian Federation
gari,RU,59.7636630731017,61.96262530112364,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=gari,Russian Federation
shakhovskaya,RU,56.195049003295566,35.467655389343776,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=shakhovskaya,Russian Federation
solovetskiy,RU,64.58016081681413,36.648748869046045,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=solovetskiy,Russian Federation
svetlaya,RU,46.9333844046767,137.28537378985948,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=svetlaya,Russian Federation
talnakh,RU,76.99556993481133,88.0451360711844,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=talnakh,Russian Federation
ust-kut,RU,57.56117534907716,105.82484123272246,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ust-kut,Russian Federation
ola,RU,58.59364159678378,152.93816870168354,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ola,Russian Federation
kosh-agach,RU,49.840008607887114,89.58535315347041,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=kosh-agach,Russian Federation
usinsk,RU,69.56820976645668,57.391819996951625,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=usinsk,Russian Federation
khani,RU,56.88542672472013,121.41519888215214,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=khani,Russian Federation
onega,RU,64.32438168883326,37.8305446312724,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=onega,Russian Federation
komsomolskiy,RU,70.73047286125976,172.3360180291072,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=komsomolskiy,Russian Federation
magadan,RU,59.53524487968889,150.95215153037037,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=magadan,Russian Federation
severo-kurilsk,RU,46.13013938207504,156.92937340789877,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=severo-kurilsk,Russian Federation
suntar,RU,61.57216727140454,117.35117406603183,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=suntar,Russian Federation
severo-yeniseyskiy,RU,59.65943886929841,93.94196021714765,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=severo-yeniseyskiy,Russian Federation
ayan,RU,56.95331391355265,138.73399930398313,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ayan,Russian Federation
blagoveshchensk,RU,55.08212889613176,55.894104575052495,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=blagoveshchensk,Russian Federation
udachnyy,RU,66.88084543691818,112.6701131040108,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=udachnyy,Russian Federation
olenegorsk,RU,67.88083434898269,33.34566181639471,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=olenegorsk,Russian Federation
belyy yar,RU,61.83948251412795,84.82426596204567,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=belyy yar,Russian Federation
ushuaia,AR,-53.68467064167243,-60.075216919227344,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=ushuaia,Argentina
rio gallegos,AR,-49.890096424049304,-65.46774610204135,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=rio gallegos,Argentina
comodoro rivadavia,AR,-45.439349334039036,-69.39336158925407,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=comodoro rivadavia,Argentina
mar del plata,AR,-39.15635526795124,-57.20778301474208,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=mar del plata,Argentina
general pico,AR,-35.2802203562426,-63.15934864622771,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=general pico,Argentina
san juan,AR,-30.479257350442893,-67.96058120019072,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=san juan,Argentina
reconquista,AR,-29.556006737222745,-59.81696794121045,http://api.openweathermap.org/data/2.5/weather?appid=fe26e61e3773caebdade519f9d254704&units=imperial&q=reconquista,Argentina
